0	1
0.0077045	0.99995
0.015409	0.99981
0.023114	0.99957
0.030818	0.99924
0.038523	0.99881
0.046227	0.99828
0.053932	0.99767
0.061636	0.99696
0.069341	0.99615
0.077045	0.99526
0.08475	0.99427
0.092454	0.99319
0.10016	0.99203
0.10786	0.99077
0.11557	0.98943
0.12327	0.988
0.13098	0.98649
0.13868	0.98489
0.14639	0.98321
0.15409	0.98145
0.16179	0.97961
0.1695	0.97769
0.1772	0.9757
0.18491	0.97363
0.19261	0.97149
0.20032	0.96928
0.20802	0.96699
0.21573	0.96464
0.22343	0.96223
0.23114	0.95975
0.23884	0.95721
0.24654	0.95461
0.25425	0.95195
0.26195	0.94923
0.26966	0.94646
0.27736	0.94364
0.28507	0.94077
0.29277	0.93784
0.30048	0.93488
0.30818	0.93186
0.31589	0.92881
0.32359	0.92571
0.33129	0.92257
0.339	0.9194
0.3467	0.91619
0.35441	0.91295
0.36211	0.90967
0.36982	0.90637
0.37752	0.90304
0.38523	0.89968
0.39293	0.8963
0.40063	0.89289
0.40834	0.88946
0.41604	0.88601
0.42375	0.88254
0.43145	0.87906
0.43916	0.87555
0.44686	0.87204
0.45457	0.86851
0.46227	0.86496
0.46998	0.86141
0.47768	0.85785
0.48538	0.85427
0.49309	0.85069
0.50079	0.8471
0.5085	0.84351
0.5162	0.8399
0.52391	0.8363
0.53161	0.83269
0.53932	0.82907
0.54702	0.82546
0.55473	0.82184
0.56243	0.81821
0.57013	0.81459
0.57784	0.81096
0.58554	0.80734
0.59325	0.80371
0.60095	0.80008
0.60866	0.79645
0.61636	0.79282
0.62407	0.7892
0.63177	0.78557
0.63947	0.78194
0.64718	0.77831
0.65488	0.77468
0.66259	0.77104
0.67029	0.76741
0.678	0.76378
0.6857	0.76015
0.69341	0.75651
0.70111	0.75288
0.70882	0.74924
0.71652	0.7456
0.72422	0.74196
0.73193	0.73831
0.73963	0.73466
0.74734	0.73101
0.75504	0.72736
0.76275	0.7237
0.77045	0.72004
0.77816	0.71638
0.78586	0.71271
0.79357	0.70904
0.80127	0.70536
0.80897	0.70167
0.81668	0.69798
0.82438	0.69429
0.83209	0.69059
0.83979	0.68688
0.8475	0.68317
0.8552	0.67945
0.86291	0.67573
0.87061	0.67199
0.87831	0.66826
0.88602	0.66451
0.89372	0.66076
0.90143	0.65701
0.90913	0.65325
0.91684	0.64948
0.92454	0.64571
0.93225	0.64193
0.93995	0.63814
0.94766	0.63435
0.95536	0.63056
0.96306	0.62676
0.97077	0.62296
0.97847	0.61915
0.98618	0.61534
0.99388	0.61153
1.0016	0.60771
1.0093	0.6039
1.017	0.60008
1.0247	0.59626
1.0324	0.59244
1.0401	0.58862
1.0478	0.58481
1.0555	0.58099
1.0632	0.57718
1.0709	0.57337
1.0786	0.56956
1.0863	0.56576
1.094	0.56196
1.1017	0.55817
1.1095	0.55438
1.1172	0.55061
1.1249	0.54684
1.1326	0.54308
1.1403	0.53933
1.148	0.53559
1.1557	0.53186
1.1634	0.52815
1.1711	0.52444
1.1788	0.52075
1.1865	0.51708
1.1942	0.51342
1.2019	0.50977
1.2096	0.50615
1.2173	0.50253
1.225	0.49894
1.2327	0.49537
1.2404	0.49181
1.2481	0.48828
1.2558	0.48476
1.2635	0.48126
1.2712	0.47779
1.2789	0.47434
1.2867	0.47091
1.2944	0.4675
1.3021	0.46412
1.3098	0.46076
1.3175	0.45742
1.3252	0.45411
1.3329	0.45082
1.3406	0.44755
1.3483	0.44431
1.356	0.44109
1.3637	0.4379
1.3714	0.43474
1.3791	0.4316
1.3868	0.42848
1.3945	0.42539
1.4022	0.42232
1.4099	0.41928
1.4176	0.41626
1.4253	0.41326
1.433	0.41029
1.4407	0.40735
1.4484	0.40442
1.4562	0.40153
1.4639	0.39865
1.4716	0.39579
1.4793	0.39296
1.487	0.39015
1.4947	0.38736
1.5024	0.38459
1.5101	0.38184
1.5178	0.37911
1.5255	0.3764
1.5332	0.37371
1.5409	0.37104
1.5486	0.36838
1.5563	0.36575
1.564	0.36312
1.5717	0.36052
1.5794	0.35792
1.5871	0.35535
1.5948	0.35279
1.6025	0.35024
1.6102	0.3477
1.6179	0.34518
1.6257	0.34266
1.6334	0.34016
1.6411	0.33767
1.6488	0.33519
1.6565	0.33272
1.6642	0.33025
1.6719	0.3278
1.6796	0.32535
1.6873	0.32291
1.695	0.32048
1.7027	0.31806
1.7104	0.31564
1.7181	0.31322
1.7258	0.31081
1.7335	0.30841
1.7412	0.30601
1.7489	0.30362
1.7566	0.30123
1.7643	0.29884
1.772	0.29646
1.7797	0.29408
1.7874	0.29171
1.7952	0.28934
1.8029	0.28697
1.8106	0.28461
1.8183	0.28225
1.826	0.27989
1.8337	0.27753
1.8414	0.27518
1.8491	0.27284
1.8568	0.27049
1.8645	0.26816
1.8722	0.26582
1.8799	0.26349
1.8876	0.26116
1.8953	0.25884
1.903	0.25653
1.9107	0.25422
1.9184	0.25191
1.9261	0.24961
1.9338	0.24732
1.9415	0.24503
1.9492	0.24276
1.9569	0.24049
1.9647	0.23822
1.9724	0.23597
1.9801	0.23372
1.9878	0.23149
1.9955	0.22926
2.0032	0.22704
2.0109	0.22484
2.0186	0.22264
2.0263	0.22046
2.034	0.21829
2.0417	0.21613
2.0494	0.21399
2.0571	0.21185
2.0648	0.20973
2.0725	0.20763
2.0802	0.20554
2.0879	0.20346
2.0956	0.2014
2.1033	0.19936
2.111	0.19733
2.1187	0.19531
2.1264	0.19332
2.1342	0.19134
2.1419	0.18938
2.1496	0.18743
2.1573	0.1855
2.165	0.18359
2.1727	0.1817
2.1804	0.17982
2.1881	0.17797
2.1958	0.17613
2.2035	0.17431
2.2112	0.1725
2.2189	0.17072
2.2266	0.16895
2.2343	0.16721
2.242	0.16548
2.2497	0.16377
2.2574	0.16207
2.2651	0.1604
2.2728	0.15874
2.2805	0.1571
2.2882	0.15548
2.2959	0.15387
2.3037	0.15228
2.3114	0.15071
2.3191	0.14915
2.3268	0.14761
2.3345	0.14608
2.3422	0.14458
2.3499	0.14308
2.3576	0.1416
2.3653	0.14014
2.373	0.13869
2.3807	0.13725
2.3884	0.13582
2.3961	0.13441
2.4038	0.13301
2.4115	0.13162
2.4192	0.13025
2.4269	0.12888
2.4346	0.12753
2.4423	0.12619
2.45	0.12485
2.4577	0.12353
2.4654	0.12222
2.4731	0.12091
2.4809	0.11961
2.4886	0.11832
2.4963	0.11704
2.504	0.11577
2.5117	0.1145
2.5194	0.11324
2.5271	0.11198
2.5348	0.11074
2.5425	0.10949
2.5502	0.10826
2.5579	0.10703
2.5656	0.1058
2.5733	0.10458
2.581	0.10336
2.5887	0.10215
2.5964	0.10095
2.6041	0.099745
2.6118	0.098547
2.6195	0.097353
2.6272	0.096164
2.6349	0.094979
2.6426	0.093799
2.6504	0.092623
2.6581	0.091451
2.6658	0.090284
2.6735	0.089121
2.6812	0.087964
2.6889	0.086811
2.6966	0.085663
2.7043	0.084521
2.712	0.083384
2.7197	0.082253
2.7274	0.081128
2.7351	0.08001
2.7428	0.078897
2.7505	0.077792
2.7582	0.076694
2.7659	0.075604
2.7736	0.074521
2.7813	0.073447
2.789	0.072381
2.7967	0.071325
2.8044	0.070277
2.8121	0.069239
2.8199	0.068212
2.8276	0.067195
2.8353	0.066188
2.843	0.065193
2.8507	0.06421
2.8584	0.063238
2.8661	0.062279
2.8738	0.061332
2.8815	0.060399
2.8892	0.059478
2.8969	0.058572
2.9046	0.057679
2.9123	0.056801
2.92	0.055937
2.9277	0.055088
2.9354	0.054253
2.9431	0.053434
2.9508	0.052631
2.9585	0.051843
2.9662	0.05107
2.9739	0.050314
2.9816	0.049573
2.9894	0.048848
2.9971	0.04814
3.0048	0.047447
3.0125	0.04677
3.0202	0.04611
3.0279	0.045465
3.0356	0.044836
3.0433	0.044223
3.051	0.043625
3.0587	0.043043
3.0664	0.042476
3.0741	0.041925
3.0818	0.041388
3.0895	0.040865
3.0972	0.040357
3.1049	0.039863
3.1126	0.039382
3.1203	0.038914
3.128	0.03846
3.1357	0.038018
3.1434	0.037588
3.1511	0.037169
3.1589	0.036762
3.1666	0.036366
3.1743	0.035979
3.182	0.035603
3.1897	0.035236
3.1974	0.034877
3.2051	0.034527
3.2128	0.034184
3.2205	0.033849
3.2282	0.03352
3.2359	0.033197
3.2436	0.03288
3.2513	0.032567
3.259	0.032259
3.2667	0.031954
3.2744	0.031652
3.2821	0.031353
3.2898	0.031056
3.2975	0.030761
3.3052	0.030466
3.3129	0.030172
3.3206	0.029877
3.3284	0.029581
3.3361	0.029285
3.3438	0.028986
3.3515	0.028685
3.3592	0.028381
3.3669	0.028075
3.3746	0.027764
3.3823	0.027449
3.39	0.02713
3.3977	0.026806
3.4054	0.026477
3.4131	0.026143
3.4208	0.025803
3.4285	0.025457
3.4362	0.025105
3.4439	0.024746
3.4516	0.024381
3.4593	0.02401
3.467	0.023632
3.4747	0.023247
3.4824	0.022856
3.4901	0.022458
3.4979	0.022054
3.5056	0.021644
3.5133	0.021227
3.521	0.020805
3.5287	0.020377
3.5364	0.019944
3.5441	0.019506
3.5518	0.019064
3.5595	0.018617
3.5672	0.018167
3.5749	0.017715
3.5826	0.017259
3.5903	0.016803
3.598	0.016345
3.6057	0.015886
3.6134	0.015429
3.6211	0.014973
3.6288	0.014519
3.6365	0.014068
3.6442	0.013622
3.6519	0.01318
3.6596	0.012745
3.6673	0.012318
3.6751	0.011899
3.6828	0.01149
3.6905	0.011091
3.6982	0.010706
3.7059	0.010333
3.7136	0.0099758
3.7213	0.0096346
3.729	0.0093106
3.7367	0.0090052
3.7444	0.0087192
3.7521	0.0084539
3.7598	0.0082099
3.7675	0.0079878
3.7752	0.007788
3.7829	0.0076106
3.7906	0.0074554
3.7983	0.0073219
3.806	0.0072093
3.8137	0.0071167
3.8214	0.0070426
3.8291	0.0069855
3.8368	0.0069438
3.8446	0.0069155
3.8523	0.0068987
3.86	0.0068916
3.8677	0.0068921
3.8754	0.0068987
3.8831	0.0069094
3.8908	0.0069228
3.8985	0.0069372
3.9062	0.0069516
3.9139	0.0069649
3.9216	0.0069762
3.9293	0.0069847
3.937	0.00699
